No,Millis,Set Point,Proccess Variable,Manipulated Variable,Masukan Motor (%),Masukan Kompensator (%),Tachometer (%),Potensiometer (%)
76,2952742,55,0.89,91.56,94.09,91.56,0.89,29.33
77,2952982,55,91.18,-61.21,-72.85,-61.21,91.18,90.81
78,2953222,55,9.60,76.82,83.77,76.82,9.60,43.21
79,2953462,55,1.07,91.26,93.88,91.26,1.07,43.11
80,2953702,55,91.35,-61.51,-73.06,-61.51,91.35,21.31
81,2953942,55,9.60,76.82,83.77,76.82,9.60,56.01
82,2954182,55,1.07,91.26,93.88,91.26,1.07,56.11
83,2954422,55,90.29,-59.71,-71.79,-59.71,90.29,14.47
84,2954662,55,9.42,77.12,83.99,77.12,9.42,72.04
85,2954902,55,1.07,91.26,93.88,91.26,1.07,70.28
86,2955142,55,91.35,-61.51,-73.06,-61.51,91.35,27.27
87,2955382,55,9.60,76.82,83.77,76.82,9.60,83.58
88,2955622,55,1.07,91.26,93.88,91.26,1.07,82.70
89,2955862,55,90.64,-60.31,-72.21,-60.31,90.64,41.54
90,2956102,55,9.42,77.12,83.99,77.12,9.42,94.13
91,2956342,55,1.07,91.26,93.88,91.26,1.07,93.94
92,2956582,55,91.00,-60.91,-72.64,-60.91,91.00,52.98
93,2956822,55,9.60,76.82,83.77,76.82,9.60,6.65
94,2957062,55,1.07,91.26,93.88,91.26,1.07,6.74
95,2957302,55,91.00,-60.91,-72.64,-60.91,91.00,60.31
96,2957542,55,9.60,76.82,83.77,76.82,9.60,19.06
97,2957782,55,1.07,91.26,93.88,91.26,1.07,19.06
98,2958022,55,90.64,-60.31,-72.21,-60.31,90.64,69.01
99,2958262,55,9.60,76.82,83.77,76.82,9.60,32.06
100,2958502,55,1.07,91.26,93.88,91.26,1.07,32.36
101,2958742,55,91.89,-62.41,-73.69,-62.41,91.89,77.42
102,2958982,55,9.60,76.82,83.77,76.82,9.60,44.48
103,2959222,55,1.07,91.26,93.88,91.26,1.07,44.18
104,2959462,55,90.82,-60.61,-72.43,-60.61,90.82,20.43
105,2959702,55,9.60,76.82,83.77,76.82,9.60,57.58
106,2959942,55,1.07,91.26,93.88,91.26,1.07,57.58
107,2960182,55,91.18,-61.21,-72.85,-61.21,91.18,29.81
108,2960422,55,9.60,76.82,83.77,76.82,9.60,72.34
109,2960662,55,0.89,91.56,94.09,91.56,0.89,73.41
110,2960902,55,91.00,-60.91,-72.64,-60.91,91.00,31.28
111,2961142,55,9.60,76.82,83.77,76.82,9.60,84.26
112,2961382,55,1.07,91.26,93.88,91.26,1.07,84.36
113,2961622,55,91.53,-61.81,-73.27,-61.81,91.53,45.06
114,2961862,55,9.42,77.12,83.99,77.12,9.42,95.41
115,2962102,55,1.24,90.95,93.67,90.95,1.24,94.92
116,2962342,55,90.46,-60.01,-72.00,-60.01,90.46,52.98
117,2962582,55,9.60,76.82,83.77,76.82,9.60,7.33
118,2962822,55,0.89,91.56,94.09,91.56,0.89,7.43
119,2963062,55,91.35,-61.51,-73.06,-61.51,91.35,61.88
120,2963302,55,9.60,76.82,83.77,76.82,9.60,22.48
121,2963542,55,1.07,91.26,93.88,91.26,1.07,22.58
122,2963782,55,91.53,-61.81,-73.27,-61.81,91.53,71.85
123,2964022,55,9.60,76.82,83.77,76.82,9.60,36.07
124,2964262,55,0.89,91.56,94.09,91.56,0.89,35.97
125,2964502,55,91.35,-61.51,-73.06,-61.51,91.35,97.95
126,2964742,55,9.60,76.82,83.77,76.82,9.60,50.44
127,2964982,55,1.07,91.26,93.88,91.26,1.07,51.12
128,2965222,55,91.35,-61.51,-73.06,-61.51,91.35,24.63
129,2965462,55,9.60,76.82,83.77,76.82,9.60,66.57
130,2965702,55,1.07,91.26,93.88,91.26,1.07,66.37
131,2965942,55,91.18,-61.21,-72.85,-61.21,91.18,25.90
